É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2015/06/12 11:53:37

,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR
2014/9/22,16.6,8,1,20.3,8,1,14.5,8,1,0.0,0,8,1,0.0,0,8,1,0.7,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.3,8,1,5.4,8,ìåìÏìå,8,1,7.9,8,ìåìÏìå,8,1,ñkñkêº,8,1,17.4,8,1,93,8,1,61,8,1,890.5,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/9/23,16.5,8,1,17.5,8,1,15.8,8,1,1.0,0,8,1,1.0,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.2,8,1,7.5,8,ìÏìÏìå,8,1,11.7,8,ìÏìå,8,1,ìÏìå,8,1,17.0,8,1,90,8,1,53,8,1,891.5,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/9/24,17.8,8,1,19.1,8,1,16.2,8,1,29.0,0,8,1,7.0,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,8.4,8,1,14.2,8,ìÏêº,8,1,24.5,8,ìÏêº,8,1,ìÏìå,8,1,20.4,8,1,100,8,1,99,8,1,885.5,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/9/25,16.4,8,1,19.9,8,1,13.0,8,1,15.5,0,8,1,5.5,0,8,1,1.9,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.8,8,1,12.3,8,ñkìå,8,1,17.2,8,ñkìå,8,1,ñk,8,1,17.8,8,1,95,8,1,70,8,1,884.6,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/9/26,15.6,8,1,19.2,8,1,12.9,8,1,0,1,8,1,0,1,8,1,11.1,0,8,1,,0,1,0,1,8,1,0,1,8,1,6.6,8,1,13.9,8,ìåñkìå,8,1,19.3,8,ìåñkìå,8,1,ñkìå,8,1,12.4,8,1,70,8,1,34,8,1,887.3,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/9/27,16.4,8,1,19.0,8,1,14.1,8,1,0,1,8,1,0,1,8,1,0.8,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.8,8,1,6.3,8,ìÏìå,8,1,10.3,8,ìÏìå,8,1,ìÏìå,8,1,16.6,8,1,89,8,1,75,8,1,889.3,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/9/28,17.5,8,1,22.4,8,1,14.0,8,1,0,1,8,1,0,1,8,1,7.4,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.3,8,1,7.1,8,ñkìå,8,1,9.2,8,ñkìå,8,1,ñkñkìå,8,1,14.9,8,1,75,8,1,48,8,1,888.0,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/9/29,17.2,8,1,23.9,8,1,11.7,8,1,0,1,8,1,0,1,8,1,10.8,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.3,8,1,5.1,8,ìåñkìå,8,1,6.8,8,êºñkêº,8,1,ñk,8,1,12.6,8,1,65,8,1,38,8,1,886.4,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/9/30,16.8,8,1,20.7,8,1,13.8,8,1,0.0,0,8,1,0.0,0,8,1,0.6,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.1,8,1,5.4,8,ñkìå,8,1,8.8,8,ñkìå,8,1,ñkñkìå,8,1,14.7,8,1,78,8,1,46,8,1,887.8,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/10/1,15.6,8,1,18.3,8,1,12.9,8,1,1.5,0,8,1,1.5,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.0,8,1,8.0,8,ñkìå,8,1,11.8,8,ìÏìå,8,1,ìÏìå,8,1,16.7,8,1,95,8,1,84,8,1,888.6,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/10/2,17.6,8,1,20.9,8,1,15.8,8,1,1.0,0,8,1,1.0,0,8,1,0.4,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.9,8,1,8.2,8,ìÏ,8,1,12.4,8,ìÏìå,8,1,ìÏìå,8,1,18.9,8,1,95,8,1,75,8,1,884.9,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/10/3,16.3,8,1,21.1,8,1,11.8,8,1,6.5,0,8,1,6.0,0,8,1,8.7,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.1,8,1,5.7,8,ñkñkìå,8,1,10.5,8,ìÏìÏêº,8,1,êºñkêº,8,1,16.5,8,1,90,8,1,62,8,1,883.3,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/10/4,13.1,8,1,15.3,8,1,10.3,8,1,0.0,0,8,1,0.0,0,8,1,8.3,0,8,1,,0,1,0,1,8,1,0,1,8,1,13.0,8,1,17.7,8,ñkìå,8,1,24.2,8,ìåñkìå,8,1,ñkìå,8,1,12.8,8,1,85,8,1,59,8,1,884.6,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/10/5,14.6,8,1,19.9,8,1,11.3,8,1,27.5,0,8,1,5.0,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,12.8,8,1,17.3,8,ñkìå,8,1,26.9,8,ñkñkìå,8,1,ñkìå,8,1,16.1,8,1,97,8,1,78,8,1,880.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/10/6,10.9,8,1,13.9,8,1,6.9,8,1,8.5,0,8,1,2.0,0,8,1,4.2,0,8,1,,0,1,0,1,8,1,0,1,8,1,8.5,8,1,11.8,8,ñk,8,1,16.8,8,ñk,8,1,ñk,8,1,12.2,8,1,93,8,1,70,8,1,883.6,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/10/7,10.6,8,1,15.1,8,1,7.2,8,1,0,1,8,1,0,1,8,1,9.1,0,8,1,,0,1,0,1,8,1,0,1,8,1,6.2,8,1,10.8,8,ñkìå,8,1,15.9,8,ñkìå,8,1,ñkìå,8,1,8.4,8,1,66,8,1,36,8,1,890.0,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/10/8,14.6,8,1,19.8,8,1,9.1,8,1,0,1,8,1,0,1,8,1,9.5,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.3,8,1,5.2,8,ñkñkìå,8,1,9.3,8,ñk,8,1,ìÏìå,8,1,12.7,8,1,76,8,1,38,8,1,891.4,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/10/9,16.3,8,1,19.9,8,1,14.0,8,1,0,1,8,1,0,1,8,1,4.6,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.3,8,1,7.3,8,ìåìÏìå,8,1,10.6,8,ìåìÏìå,8,1,ìÏìå,8,1,15.8,8,1,85,8,1,73,8,1,891.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/10/10,16.0,8,1,19.8,8,1,13.8,8,1,0,1,8,1,0,1,8,1,7.3,0,8,1,,0,1,0,1,8,1,0,1,8,1,6.9,8,1,9.8,8,ìåñkìå,8,1,16.0,8,ìåñkìå,8,1,ìå,8,1,14.6,8,1,81,8,1,63,8,1,890.6,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/10/11,14.8,8,1,16.3,8,1,12.9,8,1,0,1,8,1,0,1,8,1,0.9,0,8,1,,0,1,0,1,8,1,0,1,8,1,9.2,8,1,13.5,8,ìå,8,1,22.6,8,ìåñkìå,8,1,ìåñkìå,8,1,14.1,8,1,84,8,1,69,8,1,889.3,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/10/12,16.3,8,1,17.9,8,1,15.2,8,1,9.5,0,8,1,2.0,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,11.4,8,1,16.2,8,ìå,8,1,27.0,8,ìå,8,1,ìå,8,1,15.7,8,1,85,8,1,72,8,1,883.9,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/10/13,15.3,8,1,19.2,8,1,10.8,8,1,64.5,0,8,1,13.5,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,11.1,8,1,17.9,8,ñk,8,1,28.1,8,ìåìÏìå,8,1,ñk,8,1,17.2,8,1,98,8,1,90,8,1,870.2,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/10/14,8.1,8,1,11.5,8,1,4.9,8,1,1.5,0,8,1,1.0,0,8,1,2.1,0,8,1,,0,1,0,1,8,1,0,1,8,1,7.2,8,1,13.1,8,ñk,8,1,19.5,8,ñk,8,1,ñk,8,1,10.3,8,1,95,8,1,75,8,1,884.6,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/10/15,8.0,8,1,13.8,8,1,3.9,8,1,0,1,8,1,0,1,8,1,10.3,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.5,8,1,9.0,8,ñkìå,8,1,12.6,8,ñkìå,8,1,ñkñkìå,8,1,8.3,8,1,78,8,1,54,8,1,887.8,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/10/16,8.6,8,1,11.7,8,1,4.9,8,1,0,1,8,1,0,1,8,1,3.6,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.0,8,1,7.1,8,êºñkêº,8,1,11.5,8,êº,8,1,êº,8,1,9.5,8,1,85,8,1,68,8,1,890.0,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/10/17,10.8,8,1,16.8,8,1,6.5,8,1,0,1,8,1,0,1,8,1,10.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.4,8,1,5.1,8,ñkìå,8,1,7.1,8,ñkñkêº,8,1,ñkñkêº,8,1,9.1,8,1,72,8,1,33,8,1,892.0,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/10/18,11.9,8,1,17.6,8,1,7.9,8,1,0,1,8,1,0,1,8,1,8.5,0,8,1,,0,1,0,1,8,1,0,1,8,1,1.5,8,1,4.3,8,êºñkêº,8,1,6.5,8,êº,8,1,êºñkêº,8,1,9.7,8,1,70,8,1,17,8,1,893.7,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/10/19,12.2,8,1,17.0,8,1,9.1,8,1,0,1,8,1,0,1,8,1,8.1,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.3,8,1,7.1,8,ìÏìÏìå,8,1,11.9,8,ìÏìÏìå,8,1,ìåìÏìå,8,1,9.6,8,1,67,8,1,19,8,1,895.0,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/10/20,14.4,8,1,18.6,5,1,10.4,8,1,0,1,8,1,0,1,8,1,4.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.4,8,1,4.9,8,êºìÏêº,8,1,7.1,8,ìÏìÏêº,8,1,ìÏìÏìå,8,1,12.2,8,1,74,8,1,54,5,1,892.7,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/10/21,14.8,8,1,19.0,8,1,12.1,8,1,30.0,0,8,1,10.5,0,8,1,3.3,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.9,8,1,7.0,8,ìÏêº,8,1,12.9,8,ìÏêº,8,1,ìÏìÏêº,8,1,15.1,8,1,90,8,1,70,8,1,889.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/10/22,12.9,8,1,15.5,8,1,8.3,8,1,82.0,0,8,1,20.0,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,6.3,8,1,10.4,8,ìåñkìå,8,1,17.0,8,ìÏìÏêº,8,1,ñkñkìå,8,1,15.1,8,1,100,8,1,99,8,1,884.7,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/10/23,10.1,8,1,15.5,8,1,6.4,8,1,0.5,0,8,1,0.5,0,8,1,8.9,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.8,8,1,9.0,8,ñkìå,8,1,13.0,8,ìåñkìå,8,1,ñkñkìå,8,1,10.3,8,1,84,8,1,59,8,1,888.7,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/10/24,12.4,8,1,17.8,8,1,8.6,8,1,0,1,8,1,0,1,8,1,9.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.3,8,1,5.4,8,êº,8,1,7.8,8,êº,8,1,ìÏìÏìå,8,1,11.7,8,1,82,8,1,51,8,1,891.5,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/10/25,13.4,8,1,17.6,8,1,10.6,8,1,0,1,8,1,0,1,8,1,9.4,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.7,8,1,4.9,8,êº,8,1,8.4,8,êº,8,1,êºìÏêº,8,1,11.0,8,1,72,8,1,52,8,1,893.0,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/10/26,14.8,8,1,19.1,8,1,12.0,8,1,26.5,0,8,1,15.0,0,8,1,2.8,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.1,8,1,5.4,8,êº,8,1,8.3,8,ìÏìÏêº,8,1,ìÏìÏêº,8,1,14.4,8,1,86,8,1,67,8,1,891.2,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/10/27,10.8,8,1,15.1,8,1,4.2,8,1,0.5,0,8,1,9.0,0,8,1,7.3,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.4,8,1,8.6,8,ìåñkìå,8,1,13.6,8,ìå,8,1,ñk,8,1,10.2,8,1,78,8,1,30,8,1,889.5,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/10/28,8.7,8,1,14.1,8,1,3.2,8,1,0,1,8,1,0.0,0,8,1,10.1,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.6,8,1,14.4,8,ñkìå,8,1,19.1,8,ìåñkìå,8,1,ñk,8,1,5.3,8,1,47,8,1,15,8,1,893.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/10/29,10.8,8,1,16.7,8,1,4.7,8,1,0,1,8,1,0,1,8,1,6.7,0,8,1,,0,1,0,1,8,1,0,1,5,1,1.6,8,1,3.5,8,ñk,8,1,5.1,8,ìÏ,8,1,ñk,8,1,6.7,8,1,53,8,1,7,8,1,894.9,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/10/30,12.2,8,1,17.2,8,1,8.5,8,1,0,1,8,1,0,1,8,1,7.6,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.6,8,1,5.8,8,ìÏìå,8,1,8.1,8,ìÏìå,8,1,ìÏìå,8,1,9.0,8,1,66,8,1,15,8,1,894.7,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/10/31,13.4,8,1,16.9,8,1,11.7,8,1,2.0,0,8,1,1.0,0,8,1,0.5,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.4,8,1,7.3,8,ìÏìå,8,1,12.1,8,ìÏ,8,1,ìÏìå,8,1,13.4,8,1,88,8,1,66,8,1,891.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/11/1,14.2,8,1,15.8,8,1,13.0,8,1,8.0,0,8,1,3.5,0,8,1,0.1,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.8,8,1,7.9,8,ìÏêº,8,1,12.8,8,ìÏìÏêº,8,1,ìÏêº,8,1,15.5,8,1,96,8,1,87,8,1,886.6,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/11/2,9.8,8,1,13.9,8,1,4.2,8,1,9.0,0,8,1,3.0,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.9,8,1,10.7,8,êº,8,1,16.6,8,êº,8,1,êº,8,1,12.4,8,1,100,8,1,100,8,1,883.4,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/11/3,4.0,8,1,8.7,8,1,0.0,8,1,0.0,0,8,1,0.0,0,8,1,7.4,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.4,8,1,9.1,8,ñkêº,8,1,14.4,8,êºñkêº,8,1,ñkêº,8,1,6.4,8,1,79,8,1,56,8,1,885.4,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/11/4,6.1,8,1,13.1,8,1,-0.9,8,1,0,1,8,1,0,1,8,1,9.8,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.0,8,1,6.5,8,ñkñkêº,8,1,8.9,8,ñkñkêº,8,1,ñk,8,1,5.6,8,1,61,8,1,23,8,1,889.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/11/5,10.4,8,1,16.1,8,1,2.8,8,1,0,1,8,1,0,1,8,1,9.8,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.7,8,1,5.4,8,ìÏìÏìå,8,1,8.4,8,ìåìÏìå,8,1,ìÏìå,8,1,7.4,8,1,57,8,1,8,8,1,889.5,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/11/6,10.0,8,1,14.6,8,1,5.9,8,1,0.0,0,8,1,0.0,0,8,1,0.8,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.3,8,1,9.3,8,ñkñkìå,8,1,13.1,8,ñkìå,8,1,ñk,8,1,10.7,8,1,87,8,1,66,8,1,888.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/11/7,9.0,8,1,13.4,8,1,5.6,8,1,0,1,8,1,0,1,8,1,6.9,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.0,8,1,9.5,8,ñkìå,8,1,14.1,8,ñkìå,8,1,ñkñkìå,8,1,8.4,8,1,73,8,1,53,8,1,892.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/11/8,10.1,8,1,13.2,8,1,8.4,8,1,2.5,0,8,1,1.0,0,8,1,0.3,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.0,8,1,8.3,8,ìÏìå,8,1,13.4,8,ìÏìå,8,1,ìÏìå,8,1,10.6,8,1,85,8,1,61,8,1,894.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/11/9,10.5,8,1,13.9,8,1,7.6,8,1,32.5,0,8,1,15.5,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.7,8,1,8.0,8,ìÏìÏìå,8,1,12.1,8,ìÏìå,8,1,ñkñkìå,8,1,12.6,8,1,99,8,1,86,8,1,890.3,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/11/10,9.6,8,1,15.0,8,1,6.5,8,1,0.0,0,8,1,0.0,0,8,1,4.6,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.5,8,1,7.8,8,ìåñkìå,8,1,11.1,8,ìåñkìå,8,1,ìåñkìå,8,1,8.7,8,1,74,8,1,18,8,1,888.3,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/11/11,9.5,8,1,14.4,8,1,6.6,8,1,0,1,8,1,0,1,8,1,1.7,0,8,1,,0,1,0,1,8,1,0,1,8,1,1.9,8,1,5.3,8,ìÏêº,8,1,7.9,8,ìÏêº,8,1,ìÏêº,8,1,10.3,8,1,86,8,1,65,8,1,885.4,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/11/12,5.2,8,1,7.4,8,1,2.5,8,1,1.0,0,8,1,1.0,0,8,1,0.1,0,8,1,,0,1,0,1,8,1,0,1,8,1,6.6,8,1,11.1,8,êºñkêº,8,1,19.6,8,êºñkêº,8,1,êº,8,1,8.5,8,1,95,8,1,82,8,1,883.8,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/11/13,0.2,8,1,3.0,8,1,-1.5,8,1,0.0,0,8,1,0.0,0,8,1,0.1,0,8,1,,0,1,0,1,8,1,0,1,8,1,7.4,8,1,10.9,8,êºñkêº,8,1,17.8,8,êºñkêº,8,1,êºñkêº,8,1,5.7,8,1,92,8,1,75,8,1,887.4,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/11/14,0.5,8,1,2.4,8,1,-1.3,8,1,0.0,0,8,1,0.0,0,8,1,0.1,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.5,8,1,8.7,8,êºñkêº,8,1,11.9,8,êºñkêº,8,1,êºñkêº,8,1,5.8,8,1,91,8,1,82,8,1,891.3,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/11/15,3.1,8,1,7.4,8,1,0.2,8,1,0,1,8,1,0,1,8,1,7.9,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.7,8,1,6.8,8,ñkñkêº,8,1,10.3,8,ñkñkêº,8,1,ñkñkêº,8,1,5.5,8,1,73,8,1,49,8,1,894.7,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/11/16,5.1,8,1,8.6,8,1,1.9,8,1,0,1,8,1,0,1,8,1,1.9,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.0,8,1,7.4,8,ìÏêº,8,1,12.0,8,ìÏêº,8,1,ìÏêº,8,1,6.0,8,1,68,8,1,40,8,1,893.4,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/11/17,5.4,8,1,9.8,8,1,1.8,8,1,0.0,0,8,1,0.0,0,8,1,1.6,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.1,8,1,7.1,8,ñkêº,8,1,10.9,8,ñkêº,8,1,ñkêº,8,1,6.3,8,1,72,8,1,32,8,1,890.9,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/11/18,3.0,8,1,7.4,8,1,1.1,8,1,0,1,8,1,0,1,8,1,5.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.9,8,1,7.2,8,ñkñkêº,8,1,10.4,8,ñk,8,1,ñk,8,1,6.1,8,1,82,8,1,51,8,1,891.6,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/11/19,4.0,8,1,8.7,8,1,-0.1,8,1,0,1,8,1,0,1,8,1,5.6,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.7,5,1,4.8,8,ñkìå,8,1,6.3,8,ìÏìå,8,1,ñkñkìå,8,1,6.4,8,1,79,8,1,49,8,1,893.0,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/11/20,6.3,8,1,10.8,8,1,3.5,8,1,0,1,8,1,0,1,8,1,6.3,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.9,8,1,4.9,8,ìÏìå,8,1,7.9,8,êº,8,1,ìÏìÏìå,8,1,7.1,8,1,75,8,1,47,8,1,892.9,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/11/21,7.7,8,1,12.5,8,1,3.8,8,1,4.5,0,8,1,1.5,0,8,1,3.7,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.5,8,1,5.2,8,ìÏ,8,1,9.2,8,ìÏìÏêº,8,1,ìÏ,8,1,8.3,8,1,80,8,1,35,8,1,893.5,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/11/22,9.2,8,1,14.0,8,1,5.6,8,1,0,1,8,1,0,1,8,1,5.6,0,8,1,,0,1,0,1,8,1,0,1,8,1,1.9,8,1,5.2,8,ìÏêº,8,1,10.8,8,ìÏêº,8,1,ìÏêº,8,1,9.2,8,1,80,8,1,47,8,1,893.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/11/23,9.7,8,1,15.0,8,1,5.5,8,1,0,1,8,1,0,1,8,1,8.1,0,8,1,,0,1,0,1,8,1,0,1,8,1,1.7,8,1,4.0,8,ìÏêº,8,1,6.1,8,ìÏêº,8,1,ñkñkìå,8,1,7.7,8,1,64,8,1,34,8,1,893.2,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/11/24,11.5,8,1,16.7,8,1,8.2,8,1,1.5,0,8,1,1.5,0,8,1,6.1,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.4,8,1,6.0,8,ìÏìÏìå,8,1,9.9,8,ìÏ,8,1,ìÏ,8,1,11.0,8,1,81,8,1,52,8,1,890.4,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/11/25,10.4,8,1,12.6,8,1,6.6,8,1,15.5,0,8,1,8.0,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.8,8,1,13.0,8,ìÏêº,8,1,28.0,8,ìÏêº,8,1,ñk,8,1,12.5,8,1,99,8,1,95,8,1,882.7,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/11/26,6.2,8,1,8.7,8,1,3.7,8,1,1.0,0,8,1,1.0,0,8,1,0.1,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.7,8,1,9.1,8,ñk,8,1,12.8,8,ñkñkìå,8,1,ñkñkìå,8,1,9.4,8,1,99,8,1,93,8,1,884.9,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/11/27,7.1,8,1,11.9,5,1,3.3,8,1,0,1,4,1,0,1,4,1,7.4,0,8,1,,0,1,0,1,4,1,0,1,4,1,3.9,8,1,8.1,8,ñkìå,8,1,11.7,8,ñkñkìå,8,1,ñkñkìå,8,1,8.0,8,1,79,8,1,56,8,1,891.2,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/11/28,10.4,8,1,13.0,8,1,4.4,8,1,0.0,0,8,1,0.0,0,8,1,0.4,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.2,8,1,7.7,8,ìÏ,8,1,13.0,8,ìÏêº,8,1,ìÏ,8,1,11.0,8,1,86,8,1,70,8,1,890.3,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/11/29,8.6,8,1,12.6,8,1,4.8,8,1,3.5,0,8,1,1.0,0,8,1,1.7,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.0,8,1,9.9,8,ìÏêº,8,1,17.0,8,ìÏìÏêº,8,1,ñkñkìå,8,1,10.4,8,1,92,8,1,27,8,1,888.7,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/11/30,11.3,8,1,14.1,8,1,7.4,8,1,22.0,0,8,1,10.5,0,8,1,1.5,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.0,8,1,9.8,8,ìÏêº,8,1,21.3,8,ìÏìÏêº,8,1,ìÏìÏêº,8,1,10.0,8,1,74,8,1,21,8,1,884.2,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/12/1,3.3,8,1,12.4,8,1,-4.6,8,1,28.5,0,8,1,10.0,0,8,1,0.1,0,8,1,,0,1,1,0,8,1,1,0,8,1,8.1,8,1,12.9,8,êºñkêº,8,1,19.6,8,êº,8,1,êºñkêº,8,1,8.1,8,1,100,8,1,97,8,1,880.4,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
